brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
Toyota,2023,6,Mexico,Camry,Sedan,Petrol,88747,245764,26.0,1.11,1.97,11.24,2,1239
Porsche,2021,10,India,Macan,SUV,Electric,143159,90360,17.0,1.07,7.39,6.52,9,157
Toyota,2024,1,Canada,Highlander,SUV,Electric,73789,603917,47.0,1.21,1.76,4.02,1,2020
Tesla,2024,11,Australia,Model Y LR,Electric,Electric,64120,73791,35.0,1.62,3.32,4.39,5,2466
Mercedes-Benz,2018,5,Australia,C-Class,Sedan,Diesel,62261,267370,56.0,1.55,2.77,4.02,2,978
Ford,2023,9,Canada,Bronco,SUV,Electric,62618,107691,14.0,1.4,2.09,3.88,5,3107
Volkswagen,2019,1,Spain,Tiguan,SUV,Hybrid,49219,65436,57.0,1.81,1.4,3.57,3,725
Tesla,2024,8,Germany,Model 3 LR,Electric,,117312,206507,8.0,1.81,1.35,3.07,3,209
Mercedes-Benz,2022,6,Germany,S-Class,Sedan,Diesal,118217,222990,44.0,1.87,1.69,2.86,1,441
Ford,2020,10,Canada,Explorer,SUV,Electric,37698,212325,16.0,1.34,1.99,3.8,9,3082
Volkswagen,2022,9,Canada,Golf,Sedan,,37085,156699,30.0,1.23,2.51,4.2,9,1256
Porsche,2024,8,Mexico,Cayenne,SUV,Electric,172098,162618,8.0,1.14,2.49,10.9,1,130
Tesla,2016,1,USA,Model S Plaid,Electric,Electrc,48630,272170,16.0,0.92,2.35,4.7,9,2451
Tesla,2018,1,Brazil,Model Y,Electric,Electric,98429,237033,13.0,1.22,3.26,10.35,6,386
Audi,2024,7,Brazil,A6,Sedan,Petrol,,103126,25.0,1.27,3.9,10.52,4,35
BMW,2017,10,UK,i4,Electric,Electric,97874,248110,225.0,1.7627281818573286,1.8556960938375395,5.012867413426154,4,482
Volkswagen,2015,8,USA,Touareg,SUV,Hybrid,,484610,30.0,1.05,2.69,4.62,7,1884
Toyota,2019,12,Netherlands,bZ4X,Electric,Electric,,404229,55.0,1.95,1.86,3.21,6,989
Porsche,2015,8,China,911,Sedan,Petrol,89093,210805,3.0,1.11,5.98,3.6,4,294
BMW,2015,12,USA,X5,SUV,Hybrid,83665,422454,150.0,0.9312507241573224,2.8139702695060187,4.569131662938607,2,553
Toyota,2020,3,India,Yaris,Sedan,Petrol,85441,571206,75.0,0.99,7.11,6.35,10,2371
Mercedes-Benz,2019,3,UK,C-Class,Sedan,Hybrid,74087,439418,61.0,1.87,1.44,5.18,8,361
Volkswagen,2015,11,Australia,Golf,Sedan,Petrol,54092,377158,28.0,1.58,3.22,4.46,2,202
Mercedes-Benz,2019,10,Spain,GLE,SUV,Hybrid,125937,179040,58.0,1.78,1.72,3.58,5,1215
Porsche,2017,12,Germany,Cayenne,SUV,Petrol,173621,350324,8.0,1.94,1.93,3.29,5,232
Ford,2016,4,UK,Edge,SUV,Electric,90534,582497,10.0,1.89,1.02,4.88,1,1181
Tesla,2020,4,Australia,Semi,Electric,Electric,53401,45758,11.0,1.58,3.25,3.96,6,2382
Volkswagen,2018,12,UK,Polo,Sedan,Electric,37662,285818,31.0,1.88,1.35,5.06,3,650
Audi,2021,7,Australia,e-tron,Electric,Hybrid,44416,463856,19.0,1.57,3.42,4.21,2,973
Tesla,2020,9,India,Model 3,Electric,Electric,44641,125637,12.0,1.08,7.1,6.55,9,623
Ford,2018,9,India,Explorer,SUV,Hybrid,48256,794378,117.0,1.15,6.84,6.76,2,3206
Mercedes-Benz,2016,7,Spain,CLA,Sedan,Electric,99884,,21.0,1.72,1.55,3.59,3,1295
Mercedes-Benz,2019,8,Canada,  GLC  ,,Electric,125470,99239,16.0,1.23,2.32,4.03,2,465
Ford,2016,11,USA,Edge,SUV,Hybrid,40664,176067,76.0,0.95,2.72,4.51,3,1969
Volkswagen,2017,11,Italy,Taos,SUV,Hybrid,44534,47330,30.0,,1.26,3.54,4,1416
Ford,2023,7,Germany,Ranger,SUV,Electric,65097,762478,24.0,1.86,1.34,2.85,9,2895
Audi,2021,7,USA,Q7,SUV,Hybrid,52232,202060,35.0,0.93,2.49,4.63,10,661
Ford,2019,1,USA,Ranger,SUV,Petrol,30973,605552,30.0,,2.53,4.54,4,2345
BMW,2021,12,India,5 Series,SUV,Electric,99604,123606,,1.1002750172058091,7.110225149477642,6.281212449366612,7,754
Tesla,2020,12,France,Model X,Electric,Electric,79409,169868,20.0,1.85,1.37,3.3,10,2013
Tesla,2022,6,India,Model S Plaid,Electric,Electric,81119,273674,12.0,1.11,6.97,6.74,7,1892
BMW,2023,1,Germany,X3,Electric,Petrol,41937,394572,237.0,1.8557519744829103,1.6587155254170134,3.182662324607703,6,588
Ford,2015,11,Germany,Bronco,SUV,Petrol,40139,406642,67.0,1.87,2.25,3.0,2,2938
Tesla,2022,4,China,Model X Plaid,Electric,Electric,61400,84876,38.0,1.03,5.82,3.69,1,N/A
Audi,2020,8,Germany,Q8,SUV,Hybrid,57674,360334,13.0,1.99,1.78,2.98,7,506
Toyota,2015,4,Australia,Land Cruiser,SUV,Petrol,82614,183553,67.0,1.58,2.53,4.45,7,2648
BMW,2020,5,Brazil,5 Series,Sedan,Hybrid,117821,58177,281.0,1.2529055589309437,3.407584208573817,10.696511353263782,3,654
Ford,2023,5,Spain,Escape,SUV,Electric,79721,588564,33.0,1.81,,3.66,6,1235
Toyota,2020,8,France,C-HR,SUV,Electric,77580,372572,44.0,1.72,1.92,3.55,7,525
BMW,2018,2,Japan,  i7  ,SUV,DIESEL,90421,239607,233.0,1.568542380432111,1.060233918800428,-0.0377640281692846,3,591
Porsche,2023,4,UK,Panamera Sport,Sedan,Hybrid,199143,212053,7.0,1.91,1.39,5.11,6,472
Ford,2020,2,Germany,Ranger,,Hybrid,58220,249983,119.0,1.98,1.95,3.09,9,2503
Porsche,2019,11,China,Panamera Sport,Sedan,Hybrid,193397,107322,24.0,1.14,5.88,3.38,9,446
Audi,2015,11,Japan,A4,Sedan,Diesel,43376,338512,8.0,,0.73,0.11,10,258
Ford,2020,1,Australia,Edge,SUV,Petrol,,614230,10.0,1.61,3.33,4.27,3,1971
Ford,2021,4,France,F-150 Lightning,Electric,Electric,54096,,90.0,1.77,1.19,3.57,10,2999
Toyota,2018,4,Australia,Corolla,Sedan,Electric,35458,385343,26.0,1.52,3.02,4.39,10,879
Toyota,2019,7,USA,Yaris,Sedan,Hybrid,57003,270401,31.0,1.03,2.38,4.58,2,2032
Audi,2015,3,Netherlands,Q8,SUV,Hybrid,63848,113982,17.0,2.02,2.41,3.28,8,136
Ford,2019,2,China,Mustang Mach-E,Electric,Electric,75823,570385,106.0,1.17,5.89,3.67,8,369
Volkswagen,2017,5,Netherlands,Golf,Sedan,Petrol,25633,571969,16.0,,1.73,3.3,6,2779
Tesla,2016,10,Australia,Model S,Electric,Electric,53815,53312,20.0,1.52,3.25,4.09,8,1829
Porsche,2022,12,Canada,Macan EV,Electric,Hybrid,92487,259035,11.0,1.26,2.6,3.93,2,123
Porsche,2024,12,U.S.A,Cayenne Coupe,SUV,Hybrid,131538,186578,8.0,0.97,2.3,4.48,10,64
Ford,2023,2,Brazil,Mustang,Sedan,Electric,40215,704813,95.0,1.11,3.32,10.52,8,277
Audi,2022,2,China,A3,Sedan,Petrol,62299,490311,6.0,1.01,6.16,3.61,5,1185
Porsche,2022,7,USA,GTS,Sedan,Hybrid,112314,108573,14.0,0.94,2.1,4.37,6,403
Tesla,2018,12,Australia,Cybertruck,Electric,Electric,72549,169604,17.0,1.7,2.54,4.36,2,490
Porsche,2022,4,France,718,Sedan,Petrol,115510,343460,28.0,1.75,1.18,3.6,5,7
BMW,2023,4,UK,5 Series,Electric,Diesel,65232,400514,135.0,1.8237052687447524,1.0311340828845117,5.091000095225531,10,319
BMW,2018,8,India,i7,Electric,Diesel,57504,304043,21.0,1.0364153765888393,6.724615611843852,6.423300214302508,3,387
Porsche,2020,11,Italy,Cayenne,SUV,Petrol,162558,230047,22.0,1.8,0.82,3.49,3,414
Porsche,2023,5,Spain,Macan,SUV,Hybrid,132992,337450,9.0,1.83,1.11,3.79,10,39
Porsche,2021,3,Canada,Macan,SUV,Hybrid,missing,215594,,1.35,2.22,3.94,6,14
Mercedes-Benz,2018,12,Germany,A-Class,Sedan,,110958,501623,63.0,1.83,1.75,3.15,10,662
Porsche,2021,10,UK,GTS,Sedan,Electric,105532,387441,16.0,1.8,1.38,4.7,9,8
Audi,2023,3,UK,Q8,SUV,,91971,393570,56.0,1.95,1.55,5.06,1,272
Porsche,2022,4,India,911,Sedan,Electric,72454,91220,26.0,1.12,6.87,6.47,1,160
Volkswagen,2016,9,Brazil,T-Roc,SUV,Petrol,45831,427941,54.0,1.2,3.76,10.76,5,570
Mercedes-Benz,2023,7,China,C-Class,Sedan,Diesel,81639,186157,29.0,,6.27,3.34,6,1018
Mercedes-Benz,2021,5,Canada,GLE,SUV,Petrol,89823,119120,62.0,1.34,2.35,3.85,1,243
Volkswagen,2022,7,Japan,ID.3,Electric,Hybrid,33211,235636,10.0,1.4,1.47,0.3,2,909
BMW,2021,1,Canada,iX,Electric,Electric,109694,258137,148.0,1.2164343334952856,1.965046428325004,3.712566976618548,8,410
Toyota,2024,5,Germany,bZ4X,Electric,Electric,69158,612674,97.0,1.82,1.63,2.95,10,2859
Tesla,2021,2,Brazil,Model 3,Electric,Electric,42680,116469,11.0,1.25,3.39,10.41,8,400
BMW,2023,7,Germany,X5,SUV,Petrol,74346,70045,235.0,1.95215700972338,1.4195942459383015,3.127946872333797,7,773
Ford,2015,6,India,Bronco,SUV,,32200,340201,106.0,1.05,7.31,6.74,3,2620
Ford,2018,2,USA,Expedition,SUV,Hybrid,91955,771463,46.0,0.89,2.72,4.59,3,2739
BMW,2017,4,UK,7 Series,Electric,Diesel,79439,484352,11.0,1.86724596640336,1.9472833396118152,4.792010841869648,7,420
Ford,2024,4,France,Mustang,Sedan,Hybrid,,129491,38.0,1.86,1.85,3.62,1,717
Bmw,2022,9,France,5 Series,Electric,Hybrid,64831,107939,84.0,1.8005440780184958,1.401377874164142,3.648565628105751,2,450
TOYOTA,2021,3,Spain,Supra,Sedan,Electric,20190,599474,,1.73,1.75,3.54,5,2059
BMW,2018,6,USA,X7,SUV,Electric,94470,153475,268.0,0.8853724150552327,2.522576599336745,4.379739406772324,9,733
Ford,2021,4,Australia,Expedition,SUV,Electric,82493,223984,,1.66,3.31,4.0,8,1754
Tesla,2016,10,UK,Model 3,Electric,Electrc,102935,270738,9.0,1.77,1.43,4.93,7,1522
BMW,2020,11,Germany,i4,Electric,Electric,116418,261655,323.0,1.808173723253296,,2.8153734112852025,9,654
BMW,2019,1,UK,i7,Electric,Petrol,64265,356259,31.0,1.7671316499192862,1.2741606665598058,4.747651621393392,6,231
BMW,2017,10,,7 Series,Electric,Diesel,40033,349479,390.0,1.935302677155449,2.230948695506978,3.1137160506189367,10,1118
Volkswagen,2019,10,Spain,Taos,SUV,Electric,75048,571188,74.0,1.74,1.18,3.46,4,1859
Mercedes-Benz,2023,2,USA,S-Class,Sedan,Electric,77476,364878,44.0,1.01,2.93,4.8,2,889
Telsla,2016,8,India,Model 3 LR,electric,Electric,122538,67838,29.0,1.12,6.87,6.47,7,888
Tesla,2019,11,Brazil,Model Y LR,Electric,Electric,112758,57072,18.0,1.23,3.62,10.48,3,277
BMW,2024,4,Canada,5 Series,Electric,Hybrid,49175,304817,264.0,1.3818065041331282,1.83156768512726,4.129494978809253,6,918
Ford,2020,8,UK,Mustang,Sedan,Hybrid,89137,235744,,1.8,1.37,5.28,10,1856
Mercedes-Benz,2018,10,Spain,GLS,SUV,Diesel,82052,93502,9.0,1.76,1.37,3.73,5,754
Tesla,2015,3,Mexico,Model 3,Electric,Electric,59416,225157,6.0,1.03,2.29,11.28,9,2059
Volkswagen,2019,12,India,Taos,SUV,Electric,42391,593554,89.0,1.01,7.39,6.23,9,2001
Audi,2023,7,UK,Q3,SUV,Diesel,50851,494712,24.0,1.91,1.83,4.81,4,699
Audi,2024,4,Italy,Q3,SUV,Electric,64269,113954,8.0,1.89,0.75,3.49,4,202
Volkswagen,2017,6,Canada,Taos,SUV,Petrol,52963,235405,74.0,1.31,2.34,3.8,10,988
Toyota,2021,8,India,C-HR,SUV,Petrol,49999,124740,,0.97,7.38,6.69,2,1730
Tesla,2017,8,,Semi,Electric,Electric,69078,57658,20.0,1.05,6.77,6.78,3,911
Tesla,2019,10,,Model 3,Electric,Electric,116234,132081,9.0,1.8,1.66,3.78,9,1370
TESLA,2020,3,Germany,Model Y,Electric,Electric,56866,286229,35.0,1.85,1.86,3.17,8,111
Audi,2021,11,France,e-tron,Electric,Petrol,65504,407767,53.0,1.83,1.57,3.67,9,806
BMW,2024,8,Brazil,7 Series,SUV,Electric,84768,257383,130.0,1.148386336063106,3.071775806226513,10.60957033273404,6,451
BMW,2016,9,Brazil,X1,SUV,Hybrid,114079,89041,73.0,1.2924894589884222,3.363629602379294,10.783069249632575,10,396
BMW,2020,5,India,7 Series,Sedan,Electric,109462,352666,197.0,1.1401857189005098,7.254264973347023,6.751055859287245,1,744
Mercedes-Benz,2022,6,Mexico,C-Class,Sedan,Diesel,50327,242383,30.0,1.01,1.98,10.86,9,670
Audi,2024,6,Japan,Q5,,Hybrid,83287,191494,6.0,1.54,1.58,0.38,10,1096
Volkswagen,2018,3,Brazil,T-Roc,SUV,Electric,69708,298404,45.0,1.27,3.24,10.64,9,1513
Toyota,2023,12,Canada,C-HR,SUV,Hybrid,24901,286278,48.0,1.28,2.69,3.83,9,1665
Porsche,2021,2,China,Cayenne,SUV,Hybrid,187638,293572,12.0,1.18,6.19,3.28,4,210
Toyota,2020,10,Japan,Prius,Hybrid,Electric,46956,479130,94.0,1.53,0.71,0.26,4,
Porsche,2023,5,UK,Cayenne Coupe,SUV,Hybrid,173951,254673,11.0,1.87,1.17,5.22,5,46
Volkswagen,2022,1,Brazil,Touareg,SUV,Hybrid,25612,193443,11.0,1.15,3.16,10.3,8,233
Ford,2016,9,Germny,Escape,SUV,Electric,64144,716665,64.0,1.92,1.9,3.09,9,2420
Volkswagen,2024,3,Australia,ID.3,Electric,Diesel,40880,270548,85.0,1.6,3.09,4.5,8,1214
Mercedes-Benz,2022,12,UK,E-Class,Sedan,Petrol,72137,186767,54.0,1.81,1.83,4.7,7,451
Mercedes-Benz,2020,10,BRAZIL,A-Class,Sedan,Diesel,101045,308045,8.0,1.23,3.47,10.76,6,566
Toyota,2020,11,Germany,Yaris,Sedan,Electric,55979,404501,18.0,1.82,1.93,3.16,1,2000
BMW,2021,2,India,5 Series,SUV,Electric,110163,485497,394.0,1.099087894836866,7.037106541818548,6.552104670812527,8,1237
Mercedes-Benz,2018,6,UK,GLE,SUV,Diesel,59802,293290,63.0,1.94,1.52,4.81,2,106
Ford,2021,11,Australia,Ranger,SUV,Electric,32607,440483,11.0,1.52,2.87,4.33,3,2533
Ford,2019,12,Canada,Escape,,Electric,52840,616250,105.0,1.32,1.96,3.9,7,1136
Volkswagen,2024,10,Brazil,Polo,Sedan,Diesel,71934,262110,39.0,1.26,3.12,10.49,5,1002
Audi,2019,1,Netherlands,Q5,SUV,Electric,83744,373976,42.0,1.96,1.92,3.46,2,
Mercedes-Benz,2016,2,Mexico,CLA,,Petrol,92371,485446,20.0,1.11,2.19,10.89,8,997
Toyota,2019,1,Italy,C-HR,SUV,Hybrid,46494,472965,84.0,1.77,1.22,3.42,10,2385
Tesla,2021,4,China,Model Y,Electric,Electric,47439,189793,14.0,1.03,5.51,3.79,1,1583
Ford,2018,3,Germany,Ranger,SUV,Hybrid,24105,303277,19.0,1.9,2.26,3.13,1,261
Ford,2022,11,Italy,Bronco,SUV,Hybrid,33114,568705,35.0,1.89,1.21,3.65,3,3106
BMW,2017,8,UK,iX,Sedan,Hybrid,71993,81556,240.0,1.9462594180994488,1.2601577909620512,5.138492578988438,2,766
Porsche,2016,11,Australia,GTS,Sedan,Electric,184710,293456,25.0,1.54,2.88,3.96,5,47
Mercedes-Benz,2023,4,Australia,EQS,Electric,Electric,105764,175966,55.0,1.67,3.08,4.47,3,557
Volkswagen,2023,9,UK,Polo,Sedan,Electric,46564,465793,18.0,1.76,1.03,4.73,1,2597
Mercedes-Benz,2021,4,France,A-Class,Sedan,,80188,240384,11.0,1.73,2.05,3.38,5,325
Teslla,2023,8,Germany,Model 3,Electric,Electric,104630,291368,32.0,1.81,1.62,2.72,8,117
BMW,2023,1,Brazil,X1,SUV,Electric,61478,331366,33.0,1.1374087497115046,3.279979093660284,10.661695759915162,7,360
Toyota,2017,4,Netherlands,Prius,Hybrid,Petrol,85978,78688,76.0,2.05,2.55,3.35,5,2193
Mercedes-Benz,2021,11,India,S-Class,Sedan,Hybrid,39288,471832,30.0,1.04,7.23,6.61,3,822
Volkswagen,2023,11,USA,ID.3,Electric,Hybrid,32538,127382,51.0,1.0,2.62,4.47,2,169
Tesla,2015,1,Canada,Semi,Electric,Electric,76376,33162,25.0,1.3,2.31,4.0,2,274
Mercedes-Benz,2021,10,Canada,EQE,Electric,Petrol,72495,185427,37.0,1.33,2.21,3.79,5,274
Porsche,2016,10,China,718,Sedan,Petrol,90895,81882,12.0,1.15,6.48,3.6,4,425
Tesla,2015,12,Mexico,Model Y,Electric,Electric,67403,213791,20.0,1.07,1.91,11.24,1,#N/A
Volkswagen,2017,4,Netherlands,T-Roc,SUV,Hybrid,35391,260503,65.0,2.0,2.09,3.78,8,2537
BMW,2017,7,India,iX,Electric,Diesel,96822,227169,302.0,1.0004873888688042,7.247470938133756,6.222009921734359,2,941
PORSCHE,2020,1,China,Panamera,Sedan,Electric,188775,331891,19.0,1.02,5.77,3.45,6,454
Mercedes-Benz,2018,2,Italy,GLE,SUV,Diesel,113647,208269,37.0,1.8,0.98,3.39,3,293
Tesla,2018,9,Japan,Model S Plaid,Electric,Electric,59202,155894,37.0,1.43,1.12,-0.2,7,1441
Tesla,2018,2,Japan,Model 3 LR,electric,Electric,124063,110099,8.0,1.45,1.16,0.05,3,2356
Toyota,2018,10,France,Supra,Sedan,Electric,20755,615801,77.0,1.89,2.08,3.5,6,734
Porsche,2015,8,USA,GTS,Sedan,Petrol,92511,99120,29.0,0.98,2.52,4.63,2,435
Mercedes-Benz,2023,6,Canada,S-Class,Sedan,Electric,,315031,38.0,1.38,2.02,3.75,8,698
Volkswagen,2023,3,France,T-Roc,SUV,Electric,26200,234605,87.0,1.9,1.66,3.41,2,416
Porsche,2023,9,Netherlands,GTS,Sedan,,183144,133015,9.0,2.1,1.7,3.38,7,76
Tesla,2019,11,China,Cybertruck,Electric,Electric,102103,27573,32.0,1.13,5.64,3.37,9,136
Mercedes-Benz,2023,8,UK,GLE,SUV,Electric,70560,212693,23.0,1.95,1.64,5.13,5,1278
Audi,2021,9,Italy,Q3,SUV,Electric,95778,430179,37.0,1.87,0.83,3.73,2,948
Mercedes-Benz,2016,3,Spain,EQS,Electric,Diesel,123804,340886,26.0,1.69,1.19,3.4,1,1137
Audi,2018,8,USA,A3,Sedan,Hybrid,74964,137846,56.0,1.04,2.11,4.5,6,461
BMW,2023,1,,i7,SUV,Hybrid,63379,104633,91.0,1.807885362273701,2.287668007996647,3.266435603811968,5,466
Porsche,2024,12,Canada,Taycan,Electric,Petrol,179306,264845,26.0,1.21,2.65,3.74,3,390
Porsche,2016,6,China,718,Sedan,Electric,62147,176465,26.0,1.1,6.04,3.74,8,380
Mercedes-Benz,2021,9,France,E-Class,Sedan,DIESEL,119093,314211,57.0,1.83,1.77,3.68,9,769
Porsche,2021,7,India,Macan EV,Electric,Hybrid,92842,169857,21.0,1.07,6.51,6.6,10,271
Porsche,2016,2,India,Cayenne,SUV,Electric,89120,276101,9.0,1.1,6.59,6.35,3,77
Audi,2020,6,Australia,RS6,Sedan,Hybrid,76089,392975,16.0,1.55,3.36,4.05,1,535
Ford,2016,6,Mexico,Ranger,SUV,Petrol,80197,223362,41.0,1.02,2.31,11.18,10,445
Porsche,2016,1,France,GTS,Sedan,Electric,,178188,9.0,1.86,2.0,3.57,7,255
Toyota,2022,8,China,Land Cruiser,SUV,Petrol,89823,684338,46.0,1.16,6.26,3.38,7,788
Mercedes-Benz,2022,2,Australia,E-Class,Sedan,Electric,108843,473563,46.0,1.63,2.89,4.03,2,1256
Porsche,2021,7,,Panamera Sport,,Electric,67709,382680,6.0,1.84,1.72,3.14,10,191
Bmw,2023,3,China,i7,Electric,Diesel,50540,348276,355.0,1.00610004998781,5.786541252128284,3.5544999563414064,5,1177
Toyota,2021,4,UK,Highlander,SUV,Petrole,48271,634091,17.0,1.81,1.83,4.89,9,2528
Audi,2016,2,Spain,Q7,SUV,Petrol,71783,412902,25.0,1.83,1.56,3.67,4,274
Audi,2023,3,Japan,RS6,Sedan,Electric,46447,296814,48.0,1.42,1.22,0.01,5,347
Mercedes-Benz,2019,12,Germany,CLA,Sedan,Petrol,123120,532120,13.0,1.92,1.66,2.87,6,241
Volkswagen,2015,2,Brazil,ID.3,Electric,Diesel,70547,499223,82.0,1.19,3.5,10.32,3,2765
Audi,2015,10,China,Q7,SUV,Petrol,94392,424752,22.0,1.11,5.86,3.21,3,635
Audi,2020,3,India,A4,Sedan,Hybrid,111366,490383,35.0,1.06,7.27,6.64,1,543
Ford,2019,10,Spain,Explorer,SUV,Electric,47944,372364,91.0,1.67,1.09,3.63,7,778
Porsche,2020,10,UK,718,Sedan,Electric,120388,91548,14.0,1.92,1.67,5.01,3,242
Mercedes-Benz,2019,3,australia,EQE,Electric,Diesel,53797,206235,19.0,1.62,2.96,4.39,4,100
Volkswagen,2024,12,Canada,Polo,Sedan,Diesel,,462750,46.0,1.26,1.99,4.1,10,
Porsche,2016,7,Spain,GTS,Sedan,Petrol,90049,340590,21.0,1.77,0.92,3.33,4,387
Ford,2020,9,UK,Explorer,SUV,Hybrid,37348,326114,31.0,1.94,1.42,5.17,8,
Volkswagen,2016,6,Germany,Golf,Sedan,Electric,50484,550227,11.0,1.95,2.24,2.78,4,370
Ford,2021,4,Canada,Mustang,Sedan,Petrol,66785,772286,84.0,1.23,2.69,3.92,4,1808
BMW,2021,10,CHINA,5 Series,Electric,Electric,54023,208272,83.0,1.1878135397025793,6.3747016726842,3.517362280416328,6,475
AUDI,2024,10,Mexico,A4,Sedan,Petrol,46658,326616,29.0,1.13,1.51,11.29,2,72
Tesla,2023,4,Australia,Cybertruck,Electric,Electric,,158286,38.0,1.67,3.5,4.04,10,1352
Porsche,2021,6,Brazil,Cayenne,SUV,Hybrid,102851,227367,19.0,,3.56,10.37,1,440
Mercedes-Benz,2015,1,australia,E-Class,Sedan,Petrol,108979,579903,12.0,1.57,2.98,4.18,3,558
Porsche,2024,5,Brazil,Panamera Sport,Sedan,Electrc,,106485,11.0,1.11,3.78,10.64,9,382
Volkswagen,2023,11,Canada,T-Roc,SUV,Diesel,64808,440595,61.0,1.32,2.31,3.71,5,2534
Porsche,2015,9,GERMANY,Taycan,Electric,Electric,185410,321581,25.0,1.84,2.28,3.15,10,391
Volkswagen,2018,12,Australia,Arteon,Sedan,Petrol,32484,565528,19.0,1.56,2.62,4.34,9,2498
Mercedes-Benz,2021,8,Netherlands,A-Class,Sedan,,120983,595427,17.0,1.98,2.27,3.49,6,474
BMW,2021,10,UK,iX,Electric,Electric,107227,422684,79.0,1.8235068844583064,1.398663027772313,4.787824395297349,9,380
Toyota,2021,4,Mexico,Corolla,Sedan,Petrol,21370,,49.0,1.07,2.23,10.81,4,558
Porsche,2018,6,Australia,Cayenne Coupe,SUV,,146148,326043,14.0,1.67,2.56,4.5,8,235
Tesla,2017,1,FRANCE,Model S Plaid,Electrc,Electric,101567,21111,12.0,1.74,1.52,3.78,6,2276
Tesla,2015,4,China,Model X Plaid,Electric,Electric,40973,209515,21.0,1.16,6.0,3.33,7,2193
Porsche,2024,6,USA,Macan EV,electric,Electric,,379621,22.0,0.9,2.67,4.52,10,285
Mercedes-Benz,2019,8,Japan,EQS,Electric,Hybrid,91783,108401,62.0,,1.49,0.22,3,936
Toyota,2024,8,Netherlands,Highlander,SUV,Hybrid,47488,226298,34.0,1.91,2.57,3.41,1,2403
Toyota,2020,4,Spain,Camry,Sedan,Electric,27173,629105,79.0,1.7,1.05,3.49,5,2988
Tesla,2020,4,Japan,Semi,Electric,Electric,,275641,20.0,1.4,0.92,0.35,10,37
Ford,2015,12,India,Explorer,SUV,Hybrid,37834,316899,21.0,1.04,6.88,6.2,3,2016
BMW,2023,2,UK,i7,SEDAN,Diesel,87116,247286,318.0,1.809447561541724,1.3012652607600004,5.059014490578655,2,816
BMW,2021,7,China,X7,Electric,Diesel,68672,63440,51.0,,6.454051027258722,3.563704780670528,8,187
Mercedes-Benz,2017,5,Brazil,CLA,Sedan,Petrol,127063,292866,25.0,1.19,3.05,10.62,2,84
Ford,2024,12,Netherlands,Ranger,SUV,Electric,42331,719852,117.0,2.06,2.57,3.37,3,2735
Audi,2016,7,China,Q8,SUV,Petrol,50204,182642,34.0,1.03,,3.24,10,613
Toyota,2020,8,Japan,Supra,Sedan,Hybrid,64016,179532,77.0,1.55,1.62,-0.1,6,1956
BMW,2016,9,USA,X7,SUV,Electric,118111,372245,41.0,0.8742538821700774,2.024400781556538,4.722059324340558,3,290
BMW,2018,8,India,7 Series,SUV,Diesel,79237,443922,178.0,0.9713753846189488,7.02516338366706,6.625427757033459,7,807
Tesla,2022,5,Germany,Model X,Electric,Electric,40272,207602,35.0,1.93,2.03,3.3,3,92
Porsche,2023,9,Netherlands,911,Sedan,petrol,,319199,20.0,1.9,1.77,3.33,7,177
Audi,2018,11,Japan,Q5,SUV,Petrol,84840,124818,39.0,1.4,1.11,-0.1,4,244
Porsche,2024,7,UK,Panamera,Sedan,Hybrid,121155,387167,23.0,1.79,1.65,4.87,6,269
Toyota,2016,6,China,Supra,Sedan,Petrol,30828,427488,94.0,1.07,6.11,3.64,10,1851
Ford,2024,1,Spain,Mustang Mach-E,Electric,Petrol,72428,771299,18.0,,1.46,3.72,9,3578
Tesla,2018,1,India,Model X,Electric,Electric,96273,24634,12.0,1.03,6.6,6.33,4,2133
BMW,2023,1,China,i4,Electric,Diesel,62405,412579,197.0,1.185663712517545,5.870158700255445,3.2092739699173203,5,605
Mercedes-Benz,2023,12,China,EQS,Electric,Hybrid,113167,361151,8.0,1.09,6.01,3.37,3,1263
Ford,2022,4,Spain,Explorer,SUV,Hybrid,67851,69136,51.0,1.78,,3.45,1,2814
Audi,2018,6,USA,Q3,SUV,Diesel,42365,139396,50.0,,2.67,4.6,6,1043
Toyota,2024,6,France,RAV4,SUV,Hybrid,52141,318240,35.0,1.75,1.43,3.55,9,2690
Mercedes-Benz,2017,10,USA,EQE,Electric,Petrol,68319,405268,12.0,0.88,2.27,4.73,7,570
Toyota,2018,1,Japan,Camry,Sedan,Hybrid,19095,495554,18.0,1.53,1.44,-0.04,7,390
BMW,2015,8,Australia,X1,Electric,DIESEL,65930,320001,89.0,1.5984650960002365,2.886540506823028,4.256765277320451,1,301
Porsche,2017,6,China,Panamera Sport,Sedan,Hybrid,190440,143150,22.0,1.14,6.42,3.7,3,328
Mercedes-Benz,2024,11,Germany,CLA,Sedan,Petrol,121768,521438,45.0,1.96,2.08,3.21,7,86
Tesla,2020,8,France,Model X,Electric,Electric,82975,278458,7.0,1.87,1.52,3.28,5,2126
Toyota,2022,1,USA,Prius,Hybrid,Hybrid,26682,380930,49.0,0.88,2.83,4.48,9,967
Ford,2024,8,Germany,Mustang Mach-E,Electric,Petrol,27474,432743,102.0,1.86,2.16,2.82,4,2870
Audi,2017,8,Mexico,RS6,Sedan,Petrol,63190,340940,27.0,1.09,2.49,11.03,2,38
